order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount,sale_price,profit,month
4382,20-09-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,FUR-TA-10001857,210,3,10,240,30,2022-09
4383,18-02-2022,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,OFF-BI-10000546,0,5,0,0,0,2022-02
4384,11-12-2022,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,FUR-BO-10004690,360,4,7.6,372.4,12.399999999999977,2022-12
4385,03-02-2022,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Technology,Phones,TEC-PH-10001557,140,2,3,147,7,2022-02
4386,06-07-2022,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,FUR-BO-10002545,780,5,27.3,882.7,102.70000000000005,2022-07
4387,08-09-2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10001366,40,4,0.8,39.2,-0.8,2023-09
4388,05-02-2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001628,30,3,0.6,29.4,-0.6,2023-02
4389,14-11-2022,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10003651,40,7,2.5,47.5,7.5,2022-11
4390,28-11-2023,First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10003159,170,2,9,171,1,2023-11
4391,18-10-2023,First Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10001459,1080,3,37.8,1222.2,142.20000000000005,2023-10
4392,28-11-2023,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004602,60,3,2.1,67.9,7.900000000000006,2023-11
4393,12-08-2023,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Art,OFF-AR-10001953,60,2,2.8,67.2,7.200000000000003,2023-08
4394,23-12-2023,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10000923,50,5,1.2,58.8,8.799999999999997,2023-12
4395,10-06-2023,Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,OFF-ST-10002583,30,1,1.2,28.8,-1.2,2023-06
4396,09-06-2023,Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10000977,30,3,1.5,28.5,-1.5,2023-06
4397,02-10-2023,Standard Class,Corporate,United States,San Diego,California,92024,West,Technology,Phones,TEC-PH-10002549,320,2,10.8,349.2,29.19999999999999,2023-10
4398,28-07-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,FUR-CH-10002880,150,2,5.1,164.9,14.900000000000006,2023-07
4399,21-12-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003039,60,2,2.8,67.2,7.200000000000003,2023-12
4400,27-03-2023,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Envelopes,OFF-EN-10003055,180,5,4,196,16,2023-03
4401,30-06-2022,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,OFF-AP-10002945,850,3,18,882,32,2022-06
4402,03-06-2022,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,FUR-FU-10004306,830,5,48.5,921.5,91.5,2022-06
4403,29-04-2022,First Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10002445,10,2,0.5,9.5,-0.5,2022-04
4404,28-07-2023,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10002445,20,3,0.4,19.6,-0.4,2023-07
4405,14-10-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10002345,30,3,0.6,29.4,-0.6,2022-10
4406,19-08-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,OFF-ST-10001558,30,3,1.2,38.8,8.799999999999997,2023-08
4407,30-04-2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001622,10,2,0.4,9.6,-0.4,2023-04
4408,03-08-2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10000418,280,3,6.2,303.8,23.80000000000001,2023-08
4409,23-09-2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10000343,0,1,0,0,0,2023-09
4410,17-07-2022,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,OFF-LA-10004425,10,2,0.2,9.8,-0.2,2022-07
4411,08-03-2023,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001897,100,6,5.5,104.5,4.5,2023-03
4412,18-09-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10003883,20,3,1,19,-1,2023-09
4413,03-11-2023,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003963,500,3,18.6,601.4,101.39999999999998,2023-11
4414,13-06-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10001303,50,3,3,57,7,2023-06
4415,29-06-2022,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,OFF-BI-10003925,360,1,19.5,370.5,10.5,2022-06
4416,14-06-2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10004586,490,2,11.6,568.4,78.39999999999998,2023-06
4417,29-01-2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Fasteners,OFF-FA-10003495,20,5,0.6,29.4,9.399999999999999,2022-01
4418,23-10-2022,Second Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10002867,420,8,14.4,465.6,45.60000000000002,2022-10
4419,15-06-2023,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,FUR-FU-10003773,180,3,7.6,182.4,2.4000000000000057,2023-06
4420,29-07-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002954,10,4,0.5,9.5,-0.5,2022-07
4421,11-03-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,OFF-SU-10002537,40,5,1.6,38.4,-1.6,2022-03
4422,05-12-2023,Standard Class,Consumer,United States,Margate,Florida,33063,South,Office Supplies,Art,OFF-AR-10001374,20,3,1,19,-1,2023-12
4423,01-03-2022,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Appliances,OFF-AP-10001492,20,2,1,19,-1,2022-03
4424,22-07-2023,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,FUR-BO-10003546,280,3,12,288,8,2023-07
4425,02-06-2023,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10002185,30,5,1.2,28.8,-1.2,2023-06
4426,29-12-2022,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,OFF-BI-10000315,100,6,5.5,104.5,4.5,2022-12
4427,20-03-2022,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10002350,50,2,1.2,58.8,8.799999999999997,2022-03
4428,30-07-2022,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10002666,20,3,0.9,29.1,9.100000000000001,2022-07
4429,21-10-2023,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,FUR-CH-10004495,1470,6,36.2,1773.8,303.79999999999995,2023-10
4430,13-10-2022,Same Day,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Art,OFF-AR-10001725,60,3,2.8,67.2,7.200000000000003,2022-10
4431,29-03-2022,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,OFF-FA-10002280,20,4,0.6,19.4,-0.6,2022-03
4432,16-11-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10001770,10,3,0.4,9.6,-0.4,2023-11
4433,13-06-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,5,0.8,19.2,-0.8,2023-06
4434,22-01-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10003772,10,1,0.3,9.7,-0.3,2023-01
4435,18-11-2023,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Tables,FUR-TA-10003392,740,3,33.6,806.4,66.39999999999998,2023-11
4436,28-11-2023,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10000014,0,1,0,0,0,2023-11
4437,19-04-2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10003217,30,7,0.6,29.4,-0.6,2022-04
4438,02-01-2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10002403,20,3,1.5,28.5,8.5,2022-01
4439,28-11-2022,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,OFF-PA-10001972,10,2,0.4,9.6,-0.4,2022-11
4440,09-08-2022,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,OFF-PA-10004041,20,4,0.6,19.4,-0.6,2022-08
4441,24-11-2022,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,TEC-AC-10004975,100,1,2.2,107.8,7.799999999999997,2022-11
4442,26-12-2023,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10001932,870,5,29.1,940.9,70.89999999999998,2023-12
4443,18-08-2023,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,OFF-AR-10001761,30,5,0.6,29.4,-0.6,2023-08
4444,21-02-2023,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,OFF-PA-10002262,20,5,0.6,29.4,9.399999999999999,2023-02
4445,25-05-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,OFF-EN-10004483,70,5,2.4,77.6,7.599999999999994,2022-05
4446,18-10-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,OFF-PA-10003270,20,6,0.6,29.4,9.399999999999999,2022-10
4447,10-06-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,OFF-BI-10001634,20,4,0.6,29.4,9.399999999999999,2022-06
4448,15-08-2022,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,OFF-ST-10000675,160,5,6.8,163.2,3.1999999999999886,2022-08
4449,18-05-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000732,10,2,0.4,9.6,-0.4,2023-05
4450,13-09-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10004355,10,1,0.5,9.5,-0.5,2023-09
4451,10-11-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,OFF-EN-10000056,160,3,9.5,180.5,20.5,2023-11
4452,07-12-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10000221,30,5,0.9,29.1,-0.9,2022-12
4453,15-01-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10003567,40,2,0.8,39.2,-0.8,2022-01
4454,18-06-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,FUR-BO-10001811,1080,5,25.6,1254.4,174.4000000000001,2022-06
4455,29-06-2022,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10002486,20,4,1.5,28.5,8.5,2022-06
4456,04-01-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002372,110,2,5.2,124.8,14.799999999999997,2022-01
4457,13-07-2023,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003274,10,2,0.3,9.7,-0.3,2023-07
4458,26-08-2022,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10001878,210,5,7.2,232.8,22.80000000000001,2022-08
4459,05-02-2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,OFF-SU-10002881,1180,2,66.5,1263.5,83.5,2023-02
4460,26-06-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001979,30,1,1.2,28.8,-1.2,2022-06
4461,23-12-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001522,140,2,6,144,4,2023-12
4462,23-01-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003657,50,2,1.5,48.5,-1.5,2023-01
4463,01-04-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10001718,70,4,3.2,76.8,6.799999999999997,2022-04
4464,19-07-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,OFF-PA-10003022,10,3,0.3,9.7,-0.3,2023-07
4465,04-05-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10000891,180,2,4.2,205.8,25.80000000000001,2022-05
4466,27-06-2023,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,OFF-BI-10004970,0,1,0,0,0,2023-06
4467,17-01-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10003759,20,9,1,19,-1,2023-01
4468,13-09-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003001,150,2,8.5,161.5,11.5,2022-09
4469,28-12-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000780,290,2,6.4,313.6,23.600000000000023,2023-12
4470,10-11-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001972,10,2,0.3,9.7,-0.3,2022-11
4471,07-01-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10003535,120,3,5.2,124.8,4.799999999999997,2022-01
4472,16-09-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,FUR-CH-10003774,50,1,1.2,58.8,8.799999999999997,2022-09
4473,15-07-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,TEC-AC-10004571,210,3,7.2,232.8,22.80000000000001,2022-07
4474,12-08-2023,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,FUR-TA-10004442,280,2,10.2,329.8,49.80000000000001,2023-08
4475,25-12-2023,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002787,20,3,0.4,19.6,-0.4,2023-12
4476,06-01-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,FUR-FU-10004586,20,4,0.4,19.6,-0.4,2022-01
4477,27-09-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002606,10,2,0.4,9.6,-0.4,2022-09
4478,25-09-2022,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,OFF-ST-10000129,290,3,16.5,313.5,23.5,2022-09
4479,14-02-2023,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,FUR-TA-10003748,220,2,5,245,25,2023-02
4480,09-12-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004948,20,5,0.4,19.6,-0.4,2023-12
4481,10-12-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10001561,20,7,0.4,19.6,-0.4,2022-12
4482,10-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10002998,40,2,1.6,38.4,-1.6,2022-05
4483,08-07-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003981,30,12,1.6,38.4,8.399999999999999,2023-07
4484,24-08-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001725,100,3,6,114,14,2023-08
4485,06-11-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002071,10,2,0.2,9.8,-0.2,2022-11
4486,08-10-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000477,20,3,0.4,19.6,-0.4,2022-10
4487,14-08-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004359,260,3,9.3,300.7,40.69999999999999,2022-08
4488,10-08-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000962,20,5,0.6,19.4,-0.6,2023-08
4489,01-12-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,OFF-SU-10003567,70,9,2.8,67.2,-2.8,2023-12
4490,09-08-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10003708,0,3,0,0,0,2023-08
4491,24-11-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,FUR-TA-10001095,370,3,16.8,403.2,33.19999999999999,2022-11
4492,16-12-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001571,590,2,19.8,640.2,50.200000000000045,2022-12
4493,19-03-2023,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10000221,10,2,0.4,9.6,-0.4,2023-03
4494,28-06-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001972,30,7,2,38,8,2022-06
4495,31-01-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10000015,750,6,45.5,864.5,114.5,2022-01
4496,20-04-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10004015,800,9,36.8,883.2,83.20000000000005,2023-04
4497,07-10-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10002036,30,6,0.8,39.2,9.200000000000003,2022-10
4498,01-04-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003650,560,4,12.6,617.4,57.39999999999998,2022-04
4499,25-09-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003309,10,2,0.5,9.5,-0.5,2022-09
4500,11-08-2022,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,OFF-PA-10002787,10,2,0.2,9.8,-0.2,2022-08
4501,27-05-2022,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,OFF-BI-10000174,20,5,1,19,-1,2022-05
4502,21-09-2023,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10002005,30,5,0.6,29.4,-0.6,2023-09
4503,29-01-2022,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10002815,20,6,0.4,19.6,-0.4,2022-01
4504,24-04-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000213,160,7,8.5,161.5,1.5,2022-04
4505,15-08-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10000828,320,2,14.4,345.6,25.600000000000023,2022-08
4506,08-04-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10004708,50,3,3,57,7,2022-04
4507,28-02-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001530,710,3,41,779,69,2023-02
4508,15-12-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10002301,20,1,0.8,19.2,-0.8,2023-12
4509,01-05-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10002554,20,1,0.8,19.2,-0.8,2023-05
4510,11-06-2023,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10001520,140,3,3.4,166.6,26.599999999999994,2023-06
4511,10-01-2022,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,FUR-FU-10001085,40,2,1.2,38.8,-1.2,2022-01
4512,06-01-2023,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001597,70,2,3.2,76.8,6.799999999999997,2023-01
4513,09-04-2022,First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10002429,50,6,1.5,48.5,-1.5,2022-04
4514,10-04-2023,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001590,10,1,0.4,9.6,-0.4,2023-04
4515,25-01-2023,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,FUR-CH-10000847,270,1,8.7,281.3,11.300000000000011,2023-01
4516,13-10-2023,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,OFF-AR-10003179,30,4,1.2,38.8,8.799999999999997,2023-10
4517,24-10-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000807,20,5,0.8,19.2,-0.8,2022-10
4518,02-11-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002103,50,7,1,49,-1,2023-11
4519,12-08-2023,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10004441,20,4,0.8,19.2,-0.8,2023-08
4520,14-03-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,OFF-ST-10003805,1190,8,40.5,1309.5,119.5,2023-03
4521,29-08-2023,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,TEC-AC-10001284,50,3,1.8,58.2,8.200000000000003,2023-08
4522,06-02-2023,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10000221,20,4,0.6,19.4,-0.6,2023-02
4523,30-01-2022,Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,OFF-FA-10001229,10,3,0.3,9.7,-0.3,2022-01
4524,30-10-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10001569,30,7,0.9,29.1,-0.9,2023-10
4525,01-07-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10004018,70,6,4.5,85.5,15.5,2023-07
4526,12-08-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,TEC-PH-10004536,250,2,5.4,264.6,14.600000000000023,2022-08
4527,17-07-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,OFF-PA-10004353,90,5,3,97,7,2022-07
4528,04-01-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,FUR-FU-10004848,40,4,1.2,38.8,-1.2,2022-01
4529,08-08-2023,Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10004864,100,4,6,114,14,2023-08
4530,18-12-2023,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002393,0,2,0,0,0,2023-12
4531,05-12-2022,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002335,360,2,16.4,393.6,33.60000000000002,2022-12
4532,04-05-2022,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001590,30,3,1.2,38.8,8.799999999999997,2022-05
4533,21-01-2022,Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,FUR-CH-10002774,100,3,4.8,115.2,15.200000000000003,2022-01
4534,02-09-2023,Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,OFF-EN-10001219,20,2,0.4,19.6,-0.4,2023-09
4535,15-03-2023,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10001947,10,2,0.4,9.6,-0.4,2023-03
4536,01-02-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10003142,20,3,0.8,19.2,-0.8,2023-02
4537,26-09-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001543,90,3,3.6,86.4,-3.6,2023-09
4538,12-11-2022,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10003560,20,3,0.4,19.6,-0.4,2022-11
4539,28-08-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10004757,10,4,0.5,9.5,-0.5,2023-08
4540,07-02-2023,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,TEC-PH-10003800,100,2,4.4,105.6,5.599999999999994,2023-02
4541,20-08-2023,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,FUR-TA-10004152,430,7,24.5,465.5,35.5,2023-08
4542,22-11-2022,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10000756,10,7,0.3,9.7,-0.3,2022-11
4543,02-02-2022,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,OFF-EN-10004206,280,2,6.6,323.4,43.39999999999998,2022-02
4544,21-12-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10004477,350,9,15.2,364.8,14.800000000000011,2022-12
4545,10-04-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10003505,120,2,4.5,145.5,25.5,2022-04
4546,22-04-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10000526,510,7,21.6,518.4,8.399999999999977,2022-04
4547,23-08-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10003314,0,2,0,0,0,2022-08
4548,07-05-2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10003190,10,3,0.2,9.8,-0.2,2023-05
4549,18-08-2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001861,10,1,0.3,9.7,-0.3,2023-08
4550,21-07-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10003963,560,4,33,627,67,2022-07
4551,30-01-2023,First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,OFF-LA-10003388,10,2,0.5,9.5,-0.5,2023-01
